image_name,tags
test_39918,primary clear road agriculture
test_39919,primary clear
test_39920,primary partly_cloudy
test_39921,primary clear
test_39922,bare_ground primary habitation clear road agriculture
test_39923,primary habitation clear road agriculture
test_39924,primary clear
test_39925,haze primary
test_39926,cultivation primary clear agriculture
test_39927,primary clear
test_39928,primary clear
test_39929,primary clear
test_39930,haze primary clear road partly_cloudy agriculture
test_39931,primary clear
test_39932,primary clear
test_39933,cultivation primary habitation clear road agriculture
test_39934,primary road partly_cloudy agriculture water
test_39935,primary clear
test_39936,primary clear road agriculture water
test_39937,cultivation primary road partly_cloudy agriculture water
test_39938,primary partly_cloudy water
test_39939,cloudy
test_39940,primary partly_cloudy
test_39941,primary clear road agriculture water
test_39942,primary clear
test_39943,primary habitation clear road agriculture
test_39944,primary clear
test_39945,cultivation primary clear agriculture
test_39946,primary clear
test_39947,primary habitation clear road agriculture
test_39948,haze primary cloudy
test_39949,primary clear
test_39950,cultivation primary clear road agriculture
test_39951,primary clear
test_39952,haze primary cloudy
test_39953,primary clear
test_39954,primary clear
test_39955,primary clear
test_39956,cultivation primary habitation clear road agriculture water
test_39957,primary clear agriculture water
test_39958,primary clear
test_39959,primary clear
test_39960,primary clear
test_39961,haze primary
test_39962,primary clear
test_39963,cultivation primary clear agriculture water
test_39964,cultivation primary clear agriculture
test_39965,primary clear road agriculture water
test_39966,primary clear road agriculture
test_39967,haze primary
test_39968,haze primary clear
test_39969,primary clear water
test_39970,haze primary
test_39971,haze primary water cloudy
test_39972,primary clear
test_39973,primary clear
test_39974,primary clear road water
test_39975,primary clear
test_39976,primary clear
test_39977,primary partly_cloudy
test_39978,cultivation primary habitation clear road agriculture water
test_39979,cultivation primary clear agriculture
test_39980,primary clear
test_39981,primary clear road water
test_39982,primary clear
test_39983,cultivation primary clear agriculture
test_39984,cultivation haze primary clear road agriculture
test_39985,primary partly_cloudy
test_39986,cultivation primary clear agriculture water
test_39987,primary clear water
test_39988,haze primary cloudy
test_39989,bare_ground primary clear road agriculture
test_39990,primary clear road agriculture water
test_39991,haze primary
test_39992,primary clear road agriculture
test_39993,primary clear
test_39994,primary clear
test_39995,cultivation primary clear agriculture
test_39996,primary clear agriculture water
test_39997,haze primary clear road agriculture water
test_39998,primary clear
test_39999,primary partly_cloudy
test_40000,primary habitation clear road partly_cloudy agriculture
test_40001,primary partly_cloudy
test_40002,haze primary habitation clear road agriculture water
test_40003,cultivation primary habitation clear agriculture
test_40004,primary partly_cloudy
test_40005,cultivation primary clear agriculture
test_40006,primary clear
test_40007,primary partly_cloudy
test_40008,haze primary clear
test_40009,primary clear
test_40010,cultivation primary habitation clear road agriculture
test_40011,primary clear
test_40012,primary clear
test_40013,cultivation primary clear agriculture
test_40014,primary clear
test_40015,cultivation primary clear agriculture
test_40016,primary clear
test_40017,cultivation primary road partly_cloudy agriculture water
test_40018,bare_ground primary habitation clear road agriculture water
test_40019,primary clear water
test_40020,primary clear
test_40021,primary clear
test_40022,cloudy
test_40023,primary clear agriculture
test_40024,primary road partly_cloudy agriculture water
test_40025,primary clear
test_40026,cultivation primary habitation clear road agriculture water
test_40027,primary clear
test_40028,primary clear road agriculture water
test_40029,primary clear agriculture water
test_40030,primary partly_cloudy
test_40031,primary clear
test_40032,primary clear
test_40033,cultivation primary clear agriculture
test_40034,primary clear
test_40035,primary clear
test_40036,primary clear
test_40037,primary partly_cloudy
test_40038,primary clear road agriculture
test_40039,primary partly_cloudy agriculture water
test_40040,primary partly_cloudy
test_40041,haze primary clear agriculture water
test_40042,primary clear
test_40043,primary partly_cloudy
test_40044,haze primary
test_40045,cultivation primary habitation clear road agriculture water
test_40046,artisinal_mine primary clear road agriculture water
test_40047,cloudy
test_40048,primary habitation clear road agriculture
test_40049,cultivation primary clear agriculture
test_40050,primary clear
test_40051,bare_ground primary clear agriculture
test_40052,primary clear water
test_40053,cultivation primary habitation clear road agriculture
test_40054,primary clear
test_40055,primary clear
test_40056,haze primary cloudy
test_40057,cultivation primary clear agriculture water
test_40058,haze primary clear
test_40059,primary clear partly_cloudy
test_40060,primary clear road agriculture
test_40061,haze primary
test_40062,primary clear partly_cloudy agriculture water
test_40063,primary habitation clear road agriculture water
test_40064,haze primary cloudy
test_40065,primary clear
test_40066,primary clear water
test_40067,primary clear
test_40068,primary clear
test_40069,primary clear
test_40070,primary clear agriculture water
test_40071,primary clear
test_40072,primary habitation clear road
test_40073,haze primary
test_40074,primary clear
test_40075,primary clear agriculture water
test_40076,primary clear
test_40077,primary clear
test_40078,primary habitation clear road agriculture water
test_40079,bare_ground primary clear agriculture
test_40080,haze primary clear
test_40081,haze primary cloudy
test_40082,primary clear road agriculture water
test_40083,primary partly_cloudy cloudy
test_40084,primary partly_cloudy
test_40085,haze primary
test_40086,cultivation primary clear road agriculture
test_40087,primary clear
test_40088,primary clear
test_40089,cultivation primary clear agriculture
test_40090,primary clear
test_40091,cultivation primary habitation clear agriculture
test_40092,cloudy
test_40093,primary clear
test_40094,primary clear
test_40095,haze primary clear road agriculture water
test_40096,primary habitation clear road agriculture
test_40097,haze primary clear agriculture water
test_40098,primary clear road agriculture
test_40099,primary clear
test_40100,primary clear
test_40101,primary clear
test_40102,primary partly_cloudy
test_40103,primary clear
test_40104,primary clear road agriculture
test_40105,primary clear
test_40106,haze primary clear road agriculture
test_40107,primary habitation clear road agriculture
test_40108,primary clear
test_40109,primary clear
test_40110,primary clear
test_40111,cultivation primary clear agriculture
test_40112,primary clear
test_40113,cultivation primary road partly_cloudy agriculture
test_40114,primary habitation clear road agriculture water
test_40115,haze primary water
test_40116,primary clear
test_40117,primary clear
test_40118,haze primary road agriculture water
test_40119,primary clear water
test_40120,haze primary road agriculture water
test_40121,primary clear
test_40122,haze primary
test_40123,primary clear
test_40124,primary clear
test_40125,primary clear water
test_40126,primary clear
test_40127,primary clear
test_40128,cultivation primary clear agriculture
test_40129,primary clear
test_40130,primary clear road agriculture
test_40131,cultivation primary habitation clear agriculture
test_40132,cloudy
test_40133,primary clear agriculture water
test_40134,primary clear
test_40135,haze primary clear road agriculture
test_40136,cultivation primary clear agriculture water
test_40137,primary habitation clear road agriculture
test_40138,primary partly_cloudy
test_40139,primary clear road agriculture
test_40140,primary clear agriculture water
test_40141,artisinal_mine primary clear road water
